Subject,Mode,LambdaMMD,LambdaSrc,LR,EncDim,DecDim,Dropout,MSE
S008,SDA,3.0,1.0,0.0001,128,64,0.3,0.04118198653062185
S008,SDA,3.0,1.0,0.0001,64,128,0.3,0.050538827975591026
S008,SDA,3.0,0.7,0.0001,256,128,0.3,0.04145671675602595
S008,SDA,3.0,1.0,0.0001,128,128,0.3,0.047271804263194404
S013,SDA,0.5,0.3,0.0001,64,32,0.3,0.06841058889403939
S013,SDA,0.5,0.3,0.0001,64,64,0.3,0.029701361199840903
S013,SDA,0.5,0.3,0.0001,64,128,0.3,0.043273527175188065
S013,SDA,0.5,0.3,0.0001,128,32,0.3,0.05033385194838047
S013,SDA,0.5,0.3,0.0001,128,64,0.3,0.04949927609413862
S013,SDA,0.5,0.3,0.0001,128,128,0.3,0.04176001250743866
S013,SDA,0.5,0.3,0.0001,256,32,0.3,0.04813507944345474
S013,SDA,0.5,0.3,0.0001,256,64,0.3,0.03635599836707115
S013,SDA,0.5,0.3,0.0001,256,128,0.3,0.046433234587311745
S013,SDA,0.5,0.5,0.0001,64,32,0.3,0.0658624661155045
S013,SDA,0.5,0.5,0.0001,64,64,0.3,0.03513719467446208
S013,SDA,0.5,0.5,0.0001,64,128,0.3,0.04128752974793315
S013,SDA,0.5,0.5,0.0001,128,32,0.3,0.03297756426036358
S013,SDA,0.5,0.5,0.0001,128,64,0.3,0.07065012492239475
S013,SDA,0.5,0.5,0.0001,128,128,0.3,0.05115277227014303
S013,SDA,0.5,0.5,0.0001,256,32,0.3,0.03973027504980564
S013,SDA,0.5,0.5,0.0001,256,64,0.3,0.03628483274951577
S013,SDA,0.5,0.5,0.0001,256,128,0.3,0.05242636986076832
S008,SDA,3.0,1.0,0.0001,256,32,0.3,0.03494882086912791
S008,SDA,3.0,1.0,0.0001,256,64,0.3,0.042251125598947205
S008,SDA,3.0,1.0,0.0001,256,128,0.3,0.04203008984525999
S013,SDA,0.5,0.7,0.0001,128,32,0.3,0.05414403323084116
S013,SDA,0.5,0.7,0.0001,64,64,0.3,0.04254252975806594
S013,SDA,0.5,0.7,0.0001,64,128,0.3,0.054923745803534985
S013,SDA,0.5,0.7,0.0001,64,32,0.3,0.05291692353785038
S013,SDA,0.5,0.7,0.0001,128,64,0.3,0.08396720979362726
S013,SDA,0.5,0.7,0.0001,128,128,0.3,0.056745149195194244
S013,SDA,0.5,0.7,0.0001,256,32,0.3,0.044551641680300236
S013,SDA,0.5,0.7,0.0001,256,64,0.3,0.039622252341359854
S013,SDA,0.5,0.7,0.0001,256,128,0.3,0.04146036831662059
S013,SDA,0.5,1.0,0.0001,64,32,0.3,0.04309991933405399
S013,SDA,0.5,1.0,0.0001,64,128,0.3,0.05346071720123291
S013,SDA,0.5,1.0,0.0001,64,64,0.3,0.042183622252196074
S013,SDA,0.5,1.0,0.0001,128,32,0.3,0.052664837799966335
S013,SDA,0.5,1.0,0.0001,128,128,0.3,0.052661278285086155
S013,SDA,0.5,1.0,0.0001,128,64,0.3,0.04715745896100998
S013,SDA,1.0,0.3,0.0001,64,32,0.3,0.04479992110282183
S013,SDA,1.0,0.3,0.0001,64,64,0.3,0.04947461187839508
S013,SDA,1.0,0.3,0.0001,64,128,0.3,0.04582579433917999
S013,SDA,1.0,0.3,0.0001,128,32,0.3,0.027417986653745174
S013,SDA,1.0,0.3,0.0001,128,64,0.3,0.036678089294582605
S013,SDA,1.0,0.3,0.0001,128,128,0.3,0.050422114320099354
S013,SDA,1.0,0.3,0.0001,256,32,0.3,0.032294593285769224
S013,SDA,1.0,0.3,0.0001,256,64,0.3,0.03345216903835535
S013,SDA,1.0,0.3,0.0001,256,128,0.3,0.02963816560804844
S013,SDA,1.0,0.5,0.0001,64,32,0.3,0.04642876423895359
S013,SDA,1.0,0.5,0.0001,64,64,0.3,0.03517706226557493
S013,SDA,1.0,0.5,0.0001,64,128,0.3,0.044947557151317596
S013,SDA,1.0,0.5,0.0001,128,32,0.3,0.051516540348529816
S013,SDA,1.0,0.5,0.0001,128,64,0.3,0.04477196419611573
S013,SDA,1.0,0.5,0.0001,128,128,0.3,0.02803264174144715
S013,SDA,1.0,0.5,0.0001,256,32,0.3,0.037356782238930464
S013,SDA,1.0,0.5,0.0001,256,64,0.3,0.0678460830822587
S013,SDA,1.0,0.5,0.0001,256,128,0.3,0.022469033487141132
S013,SDA,0.5,1.0,0.0001,256,32,0.3,0.03187792329117656
S013,SDA,0.5,1.0,0.0001,256,128,0.3,0.04792499355971813
S013,SDA,1.0,0.7,0.0001,64,32,0.3,0.04562065610662103
S013,SDA,1.0,0.7,0.0001,64,128,0.3,0.039307201746851206
S013,SDA,0.5,1.0,0.0001,256,64,0.3,0.03798323031514883
S013,SDA,1.0,0.7,0.0001,64,64,0.3,0.04447961691766977
S013,SDA,1.0,0.7,0.0001,128,32,0.3,0.037718651350587606
S013,SDA,1.0,0.7,0.0001,128,128,0.3,0.045161138754338026
S013,SDA,1.0,0.7,0.0001,128,64,0.3,0.033922736532986164
S013,SDA,1.0,0.7,0.0001,256,64,0.3,0.023612774559296668
S013,SDA,1.0,0.7,0.0001,256,32,0.3,0.035481170285493135
S013,SDA,1.0,0.7,0.0001,256,128,0.3,0.03112343279644847
S013,SDA,1.0,1.0,0.0001,64,32,0.3,0.06619584932923317
S013,SDA,1.0,1.0,0.0001,64,64,0.3,0.04513968015089631
S013,SDA,1.0,1.0,0.0001,64,128,0.3,0.0409648846834898
S013,SDA,1.0,1.0,0.0001,128,64,0.3,0.030926981940865517
S013,SDA,1.0,1.0,0.0001,128,32,0.3,0.03718545287847519
S013,SDA,1.0,1.0,0.0001,128,128,0.3,0.04590024286881089
S013,SDA,1.5,0.3,0.0001,64,32,0.3,0.027132472954690456
S013,SDA,1.5,0.3,0.0001,64,64,0.3,0.03710782481357455
S013,SDA,1.5,0.3,0.0001,64,128,0.3,0.03205163311213255
S013,SDA,1.5,0.3,0.0001,128,32,0.3,0.04197324113920331
S013,SDA,1.5,0.3,0.0001,128,64,0.3,0.04633341310545802
S013,SDA,1.5,0.3,0.0001,128,128,0.3,0.023823972325772047
S013,SDA,1.5,0.3,0.0001,256,32,0.3,0.05125582218170166
S013,SDA,1.5,0.3,0.0001,256,64,0.3,0.0321109788492322
S013,SDA,1.5,0.3,0.0001,256,128,0.3,0.02571642119437456
S013,SDA,1.5,0.5,0.0001,64,32,0.3,0.02451827412005514
S013,SDA,1.5,0.5,0.0001,64,64,0.3,0.020440360764041543
S013,SDA,1.5,0.5,0.0001,64,128,0.3,0.0294977753655985
S013,SDA,1.5,0.5,0.0001,128,32,0.3,0.043210865929722786
S013,SDA,1.5,0.5,0.0001,128,64,0.3,0.035637601744383574
S013,SDA,1.5,0.5,0.0001,128,128,0.3,0.03143842751160264
S013,SDA,1.5,0.5,0.0001,256,32,0.3,0.027398552047088742
S013,SDA,1.5,0.5,0.0001,256,64,0.3,0.044816650450229645
S013,SDA,1.5,0.5,0.0001,256,128,0.3,0.037705575581640005
S013,SDA,1.0,1.0,0.0001,256,32,0.3,0.020982259651646018
S013,SDA,1.0,1.0,0.0001,256,64,0.3,0.029009866528213024
S013,SDA,1.5,0.7,0.0001,64,32,0.3,0.025320671731606126
S013,SDA,1.0,1.0,0.0001,256,128,0.3,0.03637396451085806
S013,SDA,1.5,0.7,0.0001,64,64,0.3,0.04153705481439829
S013,SDA,1.5,0.7,0.0001,64,128,0.3,0.02378274849615991
S013,SDA,1.5,0.7,0.0001,128,32,0.3,0.04121418297290802
S013,SDA,1.5,0.7,0.0001,128,64,0.3,0.030219501350075006
S013,SDA,1.5,0.7,0.0001,128,128,0.3,0.031053052749484777
S013,SDA,1.5,0.7,0.0001,256,32,0.3,0.01974727302149404
S013,SDA,1.5,0.7,0.0001,256,64,0.3,0.02671664918307215
S013,SDA,1.5,0.7,0.0001,256,128,0.3,0.02588805416598916
S013,SDA,1.5,1.0,0.0001,64,32,0.3,0.02174350930727087
S013,SDA,1.5,1.0,0.0001,128,32,0.3,0.022243705636356026
S013,SDA,1.5,1.0,0.0001,64,64,0.3,0.04205106012523174
S013,SDA,1.5,1.0,0.0001,64,128,0.3,0.06132056005299091
S013,SDA,1.5,1.0,0.0001,128,64,0.3,0.03980368189513683
S013,SDA,1.5,1.0,0.0001,128,128,0.3,0.024944355711340904
S013,SDA,2.0,0.3,0.0001,64,32,0.3,0.028787996619939804
S013,SDA,2.0,0.3,0.0001,64,64,0.3,0.027500799420522526
S013,SDA,2.0,0.3,0.0001,64,128,0.3,0.027407622197642922
S013,SDA,2.0,0.3,0.0001,128,32,0.3,0.031073308549821377
S013,SDA,2.0,0.3,0.0001,128,64,0.3,0.0228105578571558
S013,SDA,2.0,0.3,0.0001,128,128,0.3,0.03709062281996012
S013,SDA,2.0,0.3,0.0001,256,32,0.3,0.02451632152951788
S013,SDA,2.0,0.3,0.0001,256,64,0.3,0.020469024195335805
S013,SDA,2.0,0.3,0.0001,256,128,0.3,0.06147775333374739
S013,SDA,2.0,0.5,0.0001,64,32,0.3,0.026402493938803673
S013,SDA,2.0,0.5,0.0001,64,64,0.3,0.03196362033486366
S013,SDA,2.0,0.5,0.0001,64,128,0.3,0.030553117394447327
S013,SDA,2.0,0.5,0.0001,128,32,0.3,0.030789962969720364
S013,SDA,2.0,0.5,0.0001,128,64,0.3,0.021982762962579727
S013,SDA,2.0,0.5,0.0001,128,128,0.3,0.022030752792488784
S013,SDA,2.0,0.5,0.0001,256,32,0.3,0.02173967892304063
S013,SDA,2.0,0.5,0.0001,256,64,0.3,0.035909904167056084
S013,SDA,2.0,0.5,0.0001,256,128,0.3,0.027758679818361998
S013,SDA,1.5,1.0,0.0001,256,32,0.3,0.024528989102691412
S013,SDA,1.5,1.0,0.0001,256,64,0.3,0.022654175583738834
S013,SDA,1.5,1.0,0.0001,256,128,0.3,0.032727740705013275
S013,SDA,2.0,0.7,0.0001,64,32,0.3,0.022153296042233706
S013,SDA,2.0,0.7,0.0001,64,64,0.3,0.04158171731978655
S013,SDA,2.0,0.7,0.0001,128,64,0.3,0.02666832786053419
S013,SDA,2.0,0.7,0.0001,64,128,0.3,0.03057556552812457
S013,SDA,2.0,0.7,0.0001,128,32,0.3,0.031050588004291058
S013,SDA,2.0,0.7,0.0001,128,128,0.3,0.028082631062716246
S013,SDA,2.0,0.7,0.0001,256,128,0.3,0.040122016333043575
S013,SDA,2.0,0.7,0.0001,256,64,0.3,0.026394333399366587
S013,SDA,2.0,0.7,0.0001,256,32,0.3,0.025196187547408044
S013,SDA,2.0,1.0,0.0001,64,32,0.3,0.02660169592127204
S013,SDA,2.0,1.0,0.0001,128,32,0.3,0.026710359379649162
S013,SDA,2.0,1.0,0.0001,64,128,0.3,0.03347786981612444
S013,SDA,2.0,1.0,0.0001,64,64,0.3,0.04738694662228227
S013,SDA,2.0,1.0,0.0001,128,64,0.3,0.036228041630238295
S013,SDA,2.0,1.0,0.0001,128,128,0.3,0.025260956957936287
S013,SDA,2.0,1.0,0.0001,256,64,0.3,0.020894656794553157
S013,SDA,2.0,1.0,0.0001,256,32,0.3,0.03448926145210862
S013,SDA,2.0,1.0,0.0001,256,128,0.3,0.03858380205929279
S013,SDA,2.5,0.3,0.0001,64,64,0.3,0.03400691831484437
S013,SDA,2.5,0.3,0.0001,64,32,0.3,0.038380598183721304
S013,SDA,2.5,0.3,0.0001,128,32,0.3,0.034338853787630796
S013,SDA,2.5,0.3,0.0001,128,64,0.3,0.02933551836758852
S013,SDA,2.5,0.3,0.0001,128,128,0.3,0.02437864290550351
S013,SDA,2.5,0.3,0.0001,64,128,0.3,0.03311154339462519
S013,SDA,2.5,0.3,0.0001,256,32,0.3,0.021164018660783768
S013,SDA,2.5,0.5,0.0001,64,32,0.3,0.026968232356011868
S013,SDA,2.5,0.3,0.0001,256,128,0.3,0.033469618298113346
S013,SDA,2.5,0.3,0.0001,256,64,0.3,0.026890228735283017
S013,SDA,2.5,0.5,0.0001,64,64,0.3,0.029346996685490012
S013,SDA,2.5,0.5,0.0001,128,64,0.3,0.024970134953036904
S013,SDA,2.5,0.5,0.0001,128,32,0.3,0.03336199605837464
S013,SDA,2.5,0.5,0.0001,64,128,0.3,0.025231003994122148
S013,SDA,2.5,0.5,0.0001,128,128,0.3,0.03352410485967994
S013,SDA,2.5,0.5,0.0001,256,64,0.3,0.024859740864485502
S013,SDA,2.5,0.5,0.0001,256,128,0.3,0.037745820824056864
S013,SDA,2.5,0.5,0.0001,256,32,0.3,0.024162610294297338
S013,SDA,2.5,0.7,0.0001,64,32,0.3,0.02326359087601304
S013,SDA,2.5,0.7,0.0001,64,128,0.3,0.022750751581043005
S013,SDA,2.5,0.7,0.0001,128,32,0.3,0.021375226438976824
S013,SDA,2.5,0.7,0.0001,64,64,0.3,0.02389627229422331
S013,SDA,2.5,0.7,0.0001,128,128,0.3,0.02679048804566264
S013,SDA,2.5,0.7,0.0001,128,64,0.3,0.025534320157021284
S013,SDA,2.5,0.7,0.0001,256,32,0.3,0.03440868202596903
S013,SDA,2.5,0.7,0.0001,256,64,0.3,0.03122139535844326
S013,SDA,2.5,1.0,0.0001,64,32,0.3,0.03547022119164467
S013,SDA,2.5,1.0,0.0001,64,64,0.3,0.04011370148509741
S013,SDA,2.5,0.7,0.0001,256,128,0.3,0.03104005823843181
S013,SDA,2.5,1.0,0.0001,64,128,0.3,0.022601749224122614
S013,SDA,2.5,1.0,0.0001,128,128,0.3,0.02788400196004659
S013,SDA,2.5,1.0,0.0001,128,32,0.3,0.028675203444436193
S013,SDA,2.5,1.0,0.0001,128,64,0.3,0.02884222869761288
S013,SDA,2.5,1.0,0.0001,256,64,0.3,0.025581687863450497
S013,SDA,3.0,0.3,0.0001,64,32,0.3,0.031024882511701435
S013,SDA,2.5,1.0,0.0001,256,32,0.3,0.02886938559822738
S013,SDA,2.5,1.0,0.0001,256,128,0.3,0.027024321840144694
S013,SDA,3.0,0.3,0.0001,128,64,0.3,0.03486366057768464
S013,SDA,3.0,0.3,0.0001,64,64,0.3,0.024880370125174522
S013,SDA,3.0,0.3,0.0001,64,128,0.3,0.02410475368378684
S013,SDA,3.0,0.3,0.0001,128,32,0.3,0.03421861585229635
S013,SDA,3.0,0.3,0.0001,128,128,0.3,0.0353773245587945
S013,SDA,3.0,0.3,0.0001,256,32,0.3,0.029748689383268356
S013,SDA,3.0,0.3,0.0001,256,64,0.3,0.03022589976899326
S013,SDA,3.0,0.3,0.0001,256,128,0.3,0.02759523573331535
S013,SDA,3.0,0.5,0.0001,64,32,0.3,0.025552893173880875
S013,SDA,3.0,0.5,0.0001,64,64,0.3,0.03107554791495204
S013,SDA,3.0,0.5,0.0001,128,32,0.3,0.029813967645168304
S013,SDA,3.0,0.5,0.0001,128,64,0.3,0.03346079488983378
S013,SDA,3.0,0.5,0.0001,64,128,0.3,0.028883755556307733
S013,SDA,3.0,0.5,0.0001,128,128,0.3,0.025096929632127285
S013,SDA,3.0,0.5,0.0001,256,128,0.3,0.04741584352450445
S013,SDA,3.0,0.5,0.0001,256,32,0.3,0.024133846047334373
S013,SDA,3.0,0.5,0.0001,256,64,0.3,0.025943062035366893
S013,SDA,3.0,0.7,0.0001,64,128,0.3,0.02591094933450222
S013,SDA,3.0,0.7,0.0001,64,32,0.3,0.03178237657994032
S013,SDA,3.0,0.7,0.0001,128,32,0.3,0.029153568670153618
S013,SDA,3.0,0.7,0.0001,128,64,0.3,0.025372625328600407
S013,SDA,3.0,0.7,0.0001,64,64,0.3,0.02701596519909799
S013,SDA,3.0,0.7,0.0001,128,128,0.3,0.04049883037805557
S013,SDA,3.0,0.7,0.0001,256,32,0.3,0.024780305568128824
S013,SDA,3.0,0.7,0.0001,256,64,0.3,0.023439097683876753
S013,SDA,3.0,1.0,0.0001,64,64,0.3,0.031641943380236626
S013,SDA,3.0,0.7,0.0001,256,128,0.3,0.03232474671676755
S013,SDA,3.0,1.0,0.0001,128,32,0.3,0.029046614188700914
S013,SDA,3.0,1.0,0.0001,64,128,0.3,0.0274191340431571
S013,SDA,3.0,1.0,0.0001,64,32,0.3,0.04132577870041132
S013,SDA,3.0,1.0,0.0001,128,64,0.3,0.03037563106045127
S013,SDA,3.0,1.0,0.0001,128,128,0.3,0.03008318180218339
S013,SDA,3.0,1.0,0.0001,256,64,0.3,0.0313726682215929
S013,SDA,3.0,1.0,0.0001,256,32,0.3,0.023263372131623328
S013,SDA,3.0,1.0,0.0001,256,128,0.3,0.028197492938488722
